step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
161,PAYMENT,12848.93,C2012137733,41691.7,28842.77,M149910148,0.0,0.0,0,0
379,PAYMENT,340.91,C1690363298,83831.0,83490.09,M856728799,0.0,0.0,0,0
153,PAYMENT,25691.61,C575294543,5451.0,0.0,M168134593,0.0,0.0,0,0
154,CASH_OUT,628554.05,C1873339235,62394.54,0.0,C1510405270,1486687.21,2115241.26,0,0
296,TRANSFER,890964.06,C1313129154,890964.06,0.0,C42915246,0.0,0.0,1,0
207,CASH_OUT,359066.73,C1740240417,20096.0,0.0,C781156800,89061.82,448128.55,0,0
44,CASH_OUT,380037.08,C1949515075,0.0,0.0,C1952715136,917748.72,1297785.8,0,0
520,CASH_OUT,392342.84,C1505493297,0.0,0.0,C1378507059,443307.29,835650.13,0,0
84,CASH_OUT,4830219.15,C610088962,4830219.15,0.0,C1925322228,0.0,4830219.15,1,0
305,CASH_IN,4384.4,C907402428,39839.0,44223.4,C1285168329,97350.15,92965.75,0,0
48,PAYMENT,443.18,C160829061,96190.56,95747.39,M748569169,0.0,0.0,0,0
190,PAYMENT,5094.04,C824200461,774484.37,769390.33,M347641153,0.0,0.0,0,0
187,CASH_OUT,8843.79,C1570583820,0.0,0.0,C1422996108,588719.6,597563.39,0,0
11,CASH_OUT,120681.43,C1498196266,0.0,0.0,C2018136062,518509.06,667812.76,0,0
262,CASH_IN,224538.45,C419672930,1189620.59,1414159.05,C1044522988,301583.85,77045.4,0,0
15,CASH_IN,95538.83,C984681307,2851834.55,2947373.38,C740842038,104990.7,503569.73,0,0
13,CASH_IN,93600.07,C285029547,1225699.44,1319299.5,C969409298,161701.86,68101.8,0,0
660,TRANSFER,6749.18,C1815959102,6749.18,0.0,C2020586953,0.0,0.0,1,0
492,CASH_IN,270305.31,C2037937395,1949807.26,2220112.57,C408791051,1275029.15,1004723.84,0,0
130,CASH_IN,360598.58,C534117655,11447778.42,11808377.0,C36675960,1528287.8,1857163.74,0,0
97,TRANSFER,253498.36,C918476031,253498.36,0.0,C2006029122,0.0,0.0,1,0
305,TRANSFER,6611028.68,C174802204,0.0,0.0,C687100566,30592827.61,37203856.29,0,0
160,PAYMENT,104.71,C1089694096,0.0,0.0,M39665901,0.0,0.0,0,0
166,CASH_OUT,171485.92,C2026003512,0.0,0.0,C1860756527,2097936.91,2269422.83,0,0
241,CASH_OUT,128718.59,C1279562736,128718.59,0.0,C952933933,3511282.2,3640000.79,1,0
317,CASH_OUT,5741.05,C577110078,5741.05,0.0,C661765724,1657816.03,1663557.07,1,0
11,CASH_IN,9515.95,C1848938740,236726.76,246242.71,C1445073744,1714031.05,1862083.01,0,0
36,PAYMENT,1608.92,C571237180,0.0,0.0,M18720561,0.0,0.0,0,0
141,TRANSFER,455372.54,C1146223935,455372.54,0.0,C840928350,0.0,0.0,1,0
373,TRANSFER,64874.18,C1584067263,41702.0,0.0,C615422823,0.0,64874.18,0,0
203,CASH_OUT,62747.33,C1981683730,0.0,0.0,C1062268331,5597142.34,5659889.67,0,0
231,TRANSFER,74284.61,C1285448014,0.0,0.0,C2140334333,276296.47,350581.08,0,0
40,CASH_OUT,251907.51,C1252193330,9426.0,0.0,C286735766,0.0,251907.51,0,0
34,CASH_OUT,51164.94,C1614399240,109233.14,58068.21,C1033353660,257875.16,558028.75,0,0
250,CASH_OUT,76500.71,C1094293695,0.0,0.0,C1366757134,1106406.31,1182907.02,0,0
253,CASH_OUT,276018.95,C1403471845,143944.0,0.0,C2110604309,3372962.32,3648981.27,0,0
226,TRANSFER,1231309.64,C2120061745,1231309.64,0.0,C287066549,0.0,0.0,1,0
178,PAYMENT,2263.43,C1112465298,0.0,0.0,M1555776667,0.0,0.0,0,0
36,CASH_IN,217254.61,C643253194,34105.0,251359.61,C342229312,243171.05,25916.44,0,0
300,PAYMENT,11006.29,C1962018914,0.0,0.0,M1772526348,0.0,0.0,0,0
250,CASH_IN,445373.8,C2124801114,6527255.44,6972629.23,C537869499,3750915.4,3305541.61,0,0
225,PAYMENT,21752.24,C1961921738,851912.0,830159.76,M920515403,0.0,0.0,0,0
16,PAYMENT,24074.57,C1278352904,0.0,0.0,M821556443,0.0,0.0,0,0
44,TRANSFER,555761.76,C1160173193,7040.0,0.0,C389065516,43733.42,599495.18,0,0
326,PAYMENT,16913.63,C34272759,0.0,0.0,M1282578408,0.0,0.0,0,0
17,PAYMENT,15944.42,C1351008666,366.0,0.0,M604055015,0.0,0.0,0,0
398,CASH_OUT,10000000.0,C1046281837,10000000.0,0.0,C193638063,141403.34,10141403.34,1,0
212,CASH_OUT,227680.35,C1833077399,1590.0,0.0,C993969510,0.0,227680.35,0,0
95,TRANSFER,33676.59,C732111322,33676.59,0.0,C1140210295,0.0,0.0,1,0
587,TRANSFER,985127.95,C1119643786,985127.95,0.0,C665763176,0.0,0.0,1,0
236,PAYMENT,1869.47,C45366297,227757.0,225887.53,M292060884,0.0,0.0,0,0
351,CASH_IN,151354.76,C372643718,212292.0,363646.76,C2011257813,20916.0,0.0,0,0
228,PAYMENT,24332.15,C824271839,0.0,0.0,M896621028,0.0,0.0,0,0
692,TRANSFER,2095.91,C961864725,6918.0,4822.09,C1426883691,18736.93,20832.84,0,0
355,CASH_OUT,174938.13,C2119463987,0.0,0.0,C1433617247,2014655.24,2189593.37,0,0
21,CASH_IN,73252.41,C1017680283,29966.0,103218.41,C727099944,962149.87,803000.7,0,0
397,CASH_OUT,85995.3,C98499158,0.0,0.0,C1668098053,4068801.57,4154796.87,0,0
303,PAYMENT,25559.76,C1982953065,243080.15,217520.38,M373942111,0.0,0.0,0,0
373,PAYMENT,7839.45,C974433461,0.0,0.0,M695338760,0.0,0.0,0,0
131,CASH_IN,43033.94,C369349747,103297.65,146331.59,C937974561,100590.52,57556.57,0,0
201,PAYMENT,816.0,C1329516847,1448.0,632.0,M517653315,0.0,0.0,0,0
14,PAYMENT,13594.82,C1356331073,220729.27,207134.46,M1733890608,0.0,0.0,0,0
372,CASH_OUT,327588.03,C991041423,15745.0,0.0,C1459534136,19958.27,347546.29,0,0
465,TRANSFER,563388.67,C1663837850,563388.67,0.0,C76747824,0.0,0.0,1,0
241,TRANSFER,128718.59,C1410879349,128718.59,0.0,C1386809119,0.0,0.0,1,0
298,PAYMENT,86147.17,C1754053072,263692.49,177545.32,M2073188063,0.0,0.0,0,0
187,CASH_OUT,126714.61,C164680362,0.0,0.0,C2137947761,581188.13,707902.73,0,0
308,CASH_IN,158606.55,C345457068,40196.0,198802.55,C833236016,403842.53,245235.98,0,0
251,CASH_OUT,106765.23,C847059072,18807.0,0.0,C362634494,92000.08,198765.31,0,0
25,CASH_OUT,1698263.69,C902520408,1698263.69,0.0,C1047966944,0.0,1698263.69,1,0
393,CASH_IN,222345.42,C1556759445,2063354.21,2285699.64,C326757115,706869.44,632232.46,0,0
46,CASH_OUT,327237.82,C461138927,0.0,0.0,C1477119236,532509.16,859746.98,0,0
514,CASH_OUT,48340.79,C1078822434,48340.79,0.0,C347056727,3532298.75,3580639.54,1,0
47,TRANSFER,827921.27,C1767277816,827921.27,0.0,C1835346647,0.0,0.0,1,0
15,CASH_IN,187342.75,C76530677,0.0,187342.75,C228545505,260525.23,73182.48,0,0
228,PAYMENT,12362.12,C259750468,182990.11,170627.99,M1698124042,0.0,0.0,0,0
307,CASH_IN,221977.75,C1249188968,29155.0,251132.75,C682469797,672573.53,450595.78,0,0
273,PAYMENT,398.1,C45563024,0.0,0.0,M524214449,0.0,0.0,0,0
214,CASH_IN,52763.32,C1483520675,14421101.45,14473864.77,C462916983,423622.87,370859.55,0,0
393,CASH_OUT,27649.36,C1391935232,0.0,0.0,C1113208716,599895.93,627545.3,0,0
331,TRANSFER,1741029.7,C838500107,0.0,0.0,C1209477089,16718379.45,18459409.16,0,0
332,CASH_OUT,157313.39,C671725851,0.0,0.0,C329322463,332688.49,490001.88,0,0
397,CASH_IN,284659.31,C2116532845,1164.0,285823.31,C514328442,0.0,0.0,0,0
251,CASH_OUT,97445.91,C1918497244,0.0,0.0,C1310580407,2869938.02,2967383.93,0,0
257,CASH_OUT,112519.04,C1458957328,7177.0,0.0,C966139504,0.0,112519.04,0,0
42,PAYMENT,7618.94,C1820226042,0.0,0.0,M2009894710,0.0,0.0,0,0
624,CASH_OUT,69912.57,C1854018757,69912.57,0.0,C766040403,13393300.5,13463213.07,1,0
14,CASH_OUT,402392.92,C779295105,21325.28,0.0,C686129904,40972.51,360754.3,0,0
157,DEBIT,968.43,C1515152387,0.0,0.0,C96000805,365836.11,366804.54,0,0
608,TRANSFER,10000000.0,C1926590870,10780687.45,780687.45,C454462706,0.0,0.0,1,0
42,PAYMENT,10301.24,C55635578,51785.0,41483.76,M2043049586,0.0,0.0,0,0
60,TRANSFER,45807.51,C958487787,45807.51,0.0,C218393296,0.0,0.0,1,0
216,TRANSFER,31358.72,C22557199,31358.72,0.0,C1099497770,0.0,0.0,1,0
303,CASH_OUT,305930.23,C1344007172,0.0,0.0,C1433414010,1163676.05,1469606.28,0,0
723,TRANSFER,128893.5,C690631136,128893.5,0.0,C888357097,0.0,0.0,1,0
191,PAYMENT,5228.59,C876609829,42054.0,36825.41,M2020267830,0.0,0.0,0,0
9,CASH_OUT,93898.6,C1070759742,41175.0,0.0,C720356665,10764.0,0.0,0,0
332,CASH_OUT,48533.88,C1777224481,11565.0,0.0,C1091155489,1037565.16,1086099.04,0,0
690,CASH_IN,149834.96,C835304653,3845268.41,3995103.37,C1363752431,951839.87,802004.91,0,0
277,CASH_OUT,329432.9,C904672607,0.0,0.0,C1848586606,10771204.55,11100637.46,0,0
13,TRANSFER,1050555.57,C560795650,371710.0,0.0,C708718126,2686584.89,4583056.43,0,0
202,PAYMENT,6400.07,C1240798602,158717.6,152317.53,M174635322,0.0,0.0,0,0
205,CASH_OUT,417999.21,C478683274,0.0,0.0,C623369002,1199971.85,1617971.06,0,0
285,CASH_OUT,160991.09,C993551025,116.0,0.0,C1943352372,616879.13,777870.22,0,0
373,CASH_IN,119441.61,C1535266549,76318.0,195759.61,C197899866,0.0,0.0,0,0
328,CASH_IN,84305.9,C831175054,21436.0,105741.9,C134457310,2145.37,0.0,0,0
139,TRANSFER,975188.68,C42449181,0.0,0.0,C1750905143,1915177.69,2694407.28,0,0
250,CASH_OUT,566540.1,C1788568465,13705.0,0.0,C1196924878,0.0,566540.1,0,0
187,PAYMENT,5428.52,C1890438403,60543.0,55114.48,M506106767,0.0,0.0,0,0
130,PAYMENT,19445.45,C1898177008,211712.3,192266.85,M1458797392,0.0,0.0,0,0
33,CASH_OUT,148101.52,C1286600045,0.0,0.0,C527785985,408306.79,556408.32,0,0
351,CASH_OUT,6417789.09,C14516308,6417789.09,0.0,C1104416444,2280633.24,8698422.34,1,0
260,TRANSFER,878288.3,C2058674766,0.0,0.0,C1395085668,6290147.58,7168435.88,0,0
251,PAYMENT,1481.99,C2081547543,0.0,0.0,M390744170,0.0,0.0,0,0
479,CASH_IN,210407.56,C2050612802,4098481.21,4308888.77,C1179783736,2734326.58,2523919.02,0,0
16,PAYMENT,14608.5,C1557361487,20981.0,6372.5,M1480401127,0.0,0.0,0,0
396,CASH_IN,302698.09,C987061052,31332.0,334030.09,C881979314,9698683.95,9395985.86,0,0
211,PAYMENT,133.38,C942188493,311610.15,311476.76,M384006444,0.0,0.0,0,0
307,CASH_OUT,182319.09,C292680893,131.0,0.0,C1523296504,57741.82,240060.9,0,0
33,PAYMENT,6428.28,C220570415,249639.0,243210.72,M661832222,0.0,0.0,0,0
579,TRANSFER,3085336.66,C162812306,3085336.66,0.0,C2127407367,0.0,0.0,1,0
424,CASH_OUT,5475018.52,C145448061,5475018.52,0.0,C1034609594,205724.59,5680743.11,1,0
306,PAYMENT,51175.93,C1167074364,0.0,0.0,M557695312,0.0,0.0,0,0
118,CASH_OUT,897427.17,C332841872,897427.17,0.0,C1015137341,75092.82,972520.0,1,0
45,PAYMENT,12249.79,C1014493801,263769.56,251519.78,M1746186891,0.0,0.0,0,0
129,CASH_OUT,588279.55,C282321571,0.0,0.0,C2065742404,905453.96,1493733.5,0,0
307,CASH_IN,239119.92,C515684456,1120993.96,1360113.88,C167141531,2063315.62,1824195.7,0,0
110,TRANSFER,904124.58,C1150317761,904124.58,0.0,C1725680409,0.0,0.0,1,0
18,PAYMENT,11941.29,C854916022,0.0,0.0,M1196985433,0.0,0.0,0,0
235,CASH_OUT,330946.74,C169702522,0.0,0.0,C1760264878,5335934.13,5666880.87,0,0
356,PAYMENT,2260.0,C1728336011,201590.0,199330.0,M1137790815,0.0,0.0,0,0
228,PAYMENT,15337.96,C349842817,0.0,0.0,M1953499127,0.0,0.0,0,0
137,PAYMENT,11819.87,C1131681716,0.0,0.0,M1120396,0.0,0.0,0,0
185,PAYMENT,6419.36,C841259868,0.0,0.0,M1948749807,0.0,0.0,0,0
326,CASH_OUT,155221.08,C1211783753,51091.0,0.0,C1362280100,490187.96,645409.04,0,0
181,PAYMENT,3867.05,C1854021662,76271.0,72403.95,M1418136300,0.0,0.0,0,0
19,PAYMENT,7910.65,C1844007697,21861.0,13950.35,M95168520,0.0,0.0,0,0
383,PAYMENT,4166.15,C95814731,10090.0,5923.85,M1020382991,0.0,0.0,0,0
10,CASH_OUT,30047.74,C2104810845,2928.0,0.0,C1784469037,0.0,30047.74,0,0
162,CASH_OUT,47776.07,C1112329815,0.0,0.0,C568536704,69555.02,117331.09,0,0
312,TRANSFER,10000000.0,C1562962865,16580427.81,6580427.81,C964933148,0.0,0.0,1,0
276,TRANSFER,248418.76,C1111546201,0.0,0.0,C124603965,2738247.23,2986665.99,0,0
132,CASH_OUT,103158.84,C36640361,0.0,0.0,C1228840165,1942987.85,2046146.69,0,0
11,PAYMENT,7890.13,C1646756560,10159.0,2268.87,M840756333,0.0,0.0,0,0
323,PAYMENT,45393.75,C1446709344,45910.0,516.25,M1522312203,0.0,0.0,0,0
298,CASH_IN,140754.91,C1724425250,19968.0,160722.91,C1310301583,2207678.49,2066923.58,0,0
407,CASH_OUT,2085274.39,C1812276359,2085274.39,0.0,C2107562172,3362607.02,5447881.42,1,0
136,CASH_IN,505593.49,C872819251,74436.0,580029.49,C386773335,0.0,0.0,0,0
62,CASH_OUT,401529.35,C570967174,401529.35,0.0,C1845869240,4162.42,405691.77,1,0
227,PAYMENT,35221.58,C982149308,5810.0,0.0,M1347452721,0.0,0.0,0,0
234,CASH_OUT,40361.53,C304470294,408975.0,368613.47,C1014710050,7686225.86,7726587.38,0,0
157,PAYMENT,13647.92,C2027213328,0.0,0.0,M1142998116,0.0,0.0,0,0
311,DEBIT,9286.53,C282809723,0.0,0.0,C1881146350,271264.96,280551.5,0,0
284,CASH_OUT,132654.25,C301149840,21473.0,0.0,C491525146,183091.82,315746.07,0,0
10,PAYMENT,31742.67,C1474341693,0.0,0.0,M2119384017,0.0,0.0,0,0
163,CASH_IN,212660.26,C831331044,363028.36,575688.62,C1868272222,852832.43,640172.17,0,0
474,TRANSFER,87167.88,C1618990848,87167.88,0.0,C959315595,0.0,0.0,1,0
178,DEBIT,2675.22,C2123864395,35698.0,33022.78,C1215030565,14102458.11,14105133.33,0,0
141,CASH_OUT,202674.41,C501370460,0.0,0.0,C63754638,1648713.89,1851388.31,0,0
393,PAYMENT,29962.33,C963659533,324890.46,294928.14,M692453627,0.0,0.0,0,0
11,CASH_OUT,609849.2,C1797134908,12126.0,0.0,C556798624,72108.4,461661.59,0,0
281,TRANSFER,534753.91,C1865062964,41073.0,0.0,C1763449671,436057.82,970811.73,0,0
21,PAYMENT,10156.29,C232064435,4195.0,0.0,M257392280,0.0,0.0,0,0
8,PAYMENT,3473.4,C715453756,146437.05,142963.66,M1875352706,0.0,0.0,0,0
284,PAYMENT,14682.55,C1778471859,3393.0,0.0,M1440099238,0.0,0.0,0,0
249,CASH_IN,240148.51,C1614813148,969991.63,1210140.15,C417147654,4009479.0,3769330.49,0,0
43,CASH_IN,23843.93,C537701448,7489992.73,7513836.66,C435726496,350222.49,326378.56,0,0
134,CASH_OUT,517645.27,C1362174889,50807.0,0.0,C1554552115,0.0,517645.27,0,0
240,PAYMENT,11565.69,C2103513060,0.0,0.0,M939275023,0.0,0.0,0,0
177,CASH_OUT,1201681.76,C2146217272,1201681.76,0.0,C411880300,1069475.01,2271156.77,1,0
592,CASH_OUT,320593.86,C2040096461,0.0,0.0,C692721554,2940743.98,3261337.84,0,0
208,CASH_OUT,346511.92,C1040178216,0.0,0.0,C1429620725,464866.98,811378.9,0,0
378,CASH_IN,221267.64,C839033650,6730936.84,6952204.49,C411730798,392202.22,170934.58,0,0
13,CASH_OUT,196094.44,C1730791793,411639.73,215545.29,C867184336,77061.89,273156.33,0,0
41,PAYMENT,13175.86,C539202192,146630.61,133454.75,M1979573564,0.0,0.0,0,0
378,PAYMENT,21597.85,C228037935,0.0,0.0,M1156925751,0.0,0.0,0,0
145,TRANSFER,1539687.27,C1207025716,1539687.27,0.0,C1129375709,0.0,0.0,1,0
399,CASH_IN,330548.15,C1824358330,5071658.47,5402206.62,C1865120160,1177596.1,847047.95,0,0
302,TRANSFER,629003.8,C571385563,11443.21,0.0,C684199319,943905.93,1572909.73,0,0
326,PAYMENT,2366.87,C636242561,16841.0,14474.13,M1852023518,0.0,0.0,0,0
133,CASH_OUT,193100.16,C2138850931,20734.0,0.0,C1841985023,105107.63,298207.78,0,0
356,TRANSFER,638316.01,C1579424215,0.0,0.0,C526594992,656175.63,1294491.64,0,0
350,CASH_OUT,366249.61,C1418561809,53216.0,0.0,C1031203646,0.0,366249.61,0,0
691,TRANSFER,986884.34,C952195391,0.0,0.0,C529922355,1765028.83,2751913.17,0,0
695,CASH_IN,53284.61,C1954711975,100439.0,153723.61,C1786038313,41495.41,0.0,0,0
350,CASH_OUT,17072.87,C112713969,0.0,0.0,C669452737,269462.8,286535.67,0,0
302,CASH_OUT,125676.72,C389244776,10146.0,0.0,C1501184934,88139.61,213816.33,0,0
188,CASH_OUT,121634.78,C321563398,60665.0,0.0,C615654568,2030660.13,2152294.91,0,0
1,CASH_OUT,25071.46,C1275464847,25071.46,0.0,C1364913072,9083.76,34155.22,1,0
236,PAYMENT,1286.07,C961645046,88362.02,87075.95,M1578404561,0.0,0.0,0,0
519,TRANSFER,105491.11,C1390328972,105491.11,0.0,C849805012,0.0,0.0,1,0
210,CASH_IN,86374.78,C1528346155,5527.0,91901.78,C1350300300,9219445.34,9133070.57,0,0
173,CASH_OUT,176273.29,C14325153,176273.29,0.0,C856044772,0.0,176273.29,1,0
13,TRANSFER,48375.02,C920803432,48375.02,0.0,C1767389067,0.0,0.0,1,0
304,TRANSFER,46661.03,C379326181,46661.03,0.0,C585824951,0.0,0.0,1,0
206,TRANSFER,5903046.38,C338408648,5903046.38,0.0,C1667746886,0.0,0.0,1,0
296,CASH_OUT,10000000.0,C1814200711,10000000.0,0.0,C270577353,920463.99,10920463.99,1,0
187,CASH_IN,180988.98,C829889305,30747.0,211735.98,C1398718595,336151.87,155162.88,0,0
183,PAYMENT,399.28,C1584883551,0.0,0.0,M963389473,0.0,0.0,0,0
36,CASH_OUT,426695.86,C416553206,52313.0,0.0,C901096473,0.0,426695.86,0,0
321,CASH_OUT,451629.21,C70164037,2144.0,0.0,C828904127,31658.88,483288.08,0,0
282,CASH_OUT,38351.33,C568157711,0.0,0.0,C1662438357,119109.67,157461.0,0,0
401,PAYMENT,9501.16,C859828568,62379.0,52877.84,M1059585421,0.0,0.0,0,0
311,CASH_OUT,330677.36,C1846190642,0.0,0.0,C1802002886,810011.49,1140688.85,0,0
296,CASH_OUT,3043141.07,C684191207,3043141.07,0.0,C189328986,112602.16,3155743.23,1,0
565,TRANSFER,112958.85,C527712265,112958.85,0.0,C1783916245,0.0,0.0,1,0
142,CASH_OUT,73064.41,C1088641911,73064.41,0.0,C1039637819,187838.1,260902.5,1,0
203,CASH_IN,268954.44,C1592930115,2827000.14,3095954.58,C121937307,1081200.99,604687.42,0,0
235,PAYMENT,12913.5,C1219847855,0.0,0.0,M483563454,0.0,0.0,0,0
19,CASH_OUT,204609.01,C1099428707,0.0,0.0,C403649458,1677481.96,2368123.18,0,0
39,TRANSFER,746284.14,C1266734434,0.0,0.0,C1901817576,1931752.29,2678036.43,0,0
402,CASH_OUT,11883.38,C523196394,51413.0,39529.62,C463676854,34442.71,46326.09,0,0
160,PAYMENT,7362.56,C245394907,0.0,0.0,M1155370594,0.0,0.0,0,0
8,PAYMENT,4547.04,C495444224,15870.0,11322.96,M1248074575,0.0,0.0,0,0
55,TRANSFER,283400.42,C1745208932,283400.42,0.0,C2118682140,0.0,0.0,1,0
548,CASH_IN,85112.41,C1054013912,15294.0,100406.41,C710115320,0.0,0.0,0,0
403,PAYMENT,4540.58,C1463660159,0.0,0.0,M2007253908,0.0,0.0,0,0
37,CASH_OUT,276587.26,C882970231,11663.0,0.0,C1851965752,0.0,276587.26,0,0
130,TRANSFER,21531.0,C2122951913,21531.0,0.0,C878866926,0.0,0.0,1,0
227,CASH_IN,65654.47,C1818365777,4938400.28,5004054.74,C52508409,6713142.48,6647488.02,0,0
190,PAYMENT,10245.66,C1122917771,0.0,0.0,M1515227203,0.0,0.0,0,0
14,PAYMENT,5687.92,C704212269,11336.0,5648.08,M1654830275,0.0,0.0,0,0
185,CASH_OUT,272721.7,C1659423319,40220.0,0.0,C1384887119,909085.59,1181807.29,0,0
202,TRANSFER,104231.7,C1963281349,2879.0,0.0,C271908933,4189706.88,4293938.58,0,0
27,TRANSFER,496128.26,C842027258,496128.26,0.0,C136618845,0.0,0.0,1,0
158,TRANSFER,1282680.08,C1203728035,20568.0,0.0,C1809012758,3173918.27,4456598.35,0,0
450,CASH_OUT,36267.62,C281930322,36267.62,0.0,C1655359478,6310213.47,6346481.09,1,0
253,PAYMENT,19065.96,C197531547,0.0,0.0,M1083010060,0.0,0.0,0,0
17,CASH_OUT,54376.12,C961891749,0.0,0.0,C840630839,559220.24,613596.36,0,0
72,TRANSFER,2947783.87,C1641673590,2947783.87,0.0,C227659861,0.0,0.0,1,0
326,PAYMENT,26658.32,C996624304,0.0,0.0,M230902486,0.0,0.0,0,0
393,PAYMENT,31534.09,C965976063,87051.81,55517.73,M1976121548,0.0,0.0,0,0
397,TRANSFER,1361426.36,C525457373,32918.0,0.0,C1437862913,219336.38,1580762.74,0,0
394,CASH_IN,73743.85,C1055233886,1590607.68,1664351.54,C1489495447,3754138.29,3680394.44,0,0
311,PAYMENT,8503.7,C1449381909,31412.0,22908.3,M500911506,0.0,0.0,0,0
187,PAYMENT,10289.32,C692966389,25585.15,15295.83,M433106098,0.0,0.0,0,0
140,CASH_OUT,456360.87,C1800812405,456360.87,0.0,C605132681,17610403.76,18066764.63,1,0
154,CASH_OUT,234777.28,C1132380275,76304.0,0.0,C55054882,0.0,234777.28,0,0
260,CASH_OUT,96818.47,C655088295,11145.0,0.0,C1412753497,0.0,96818.47,0,0
699,TRANSFER,148714.54,C516969543,148714.54,0.0,C2034859520,0.0,0.0,1,0
8,PAYMENT,26224.73,C1229205854,100641.86,74417.13,M1533334316,0.0,0.0,0,0
44,PAYMENT,6316.5,C382995578,31407.0,25090.5,M962604653,0.0,0.0,0,0
225,CASH_IN,50128.07,C859663069,182475.0,232603.07,C791532637,0.0,0.0,0,0
14,PAYMENT,2813.15,C748072307,161000.84,158187.7,M1017198187,0.0,0.0,0,0
210,CASH_OUT,189831.86,C160498190,0.0,0.0,C28125426,14175717.89,14365549.75,0,0
252,TRANSFER,1576739.17,C989121997,118810.0,0.0,C340424283,0.0,1576739.17,0,0
47,CASH_IN,49194.86,C1489196811,45996.34,95191.21,C1330123962,397817.45,348622.59,0,0
260,PAYMENT,6611.57,C1309831772,38723.8,32112.23,M817183598,0.0,0.0,0,0
225,CASH_OUT,74447.11,C1453762991,74447.11,0.0,C1258404685,0.0,74447.11,1,0
179,CASH_IN,14077.36,C506474445,222.0,14299.36,C2024778962,537341.54,523264.18,0,0
155,CASH_IN,219773.33,C1216200390,7093304.8,7313078.13,C33090728,2749388.15,2529614.82,0,0
138,CASH_IN,67745.73,C379452956,201692.0,269437.73,C634497927,371937.14,304191.41,0,0
20,CASH_OUT,52991.88,C919737284,92468.0,39476.12,C720370261,9514823.41,9567815.28,0,0
37,PAYMENT,8772.06,C747226751,298551.7,289779.64,M434410699,0.0,0.0,0,0
275,CASH_OUT,58178.61,C582773940,30544.0,0.0,C1272732596,9031.9,67210.52,0,0
309,CASH_IN,284225.09,C1011377361,698586.71,982811.8,C1468707124,287900.58,3675.5,0,0
259,CASH_OUT,1950373.54,C1812490889,1950373.54,0.0,C1544763161,331310.07,2281683.61,1,0
255,PAYMENT,6288.66,C2001001583,22252.0,15963.34,M292300180,0.0,0.0,0,0
226,PAYMENT,35830.21,C60411040,105856.0,70025.79,M82836980,0.0,0.0,0,0
254,CASH_IN,234262.89,C2051375739,1113621.24,1347884.13,C594249856,3673696.06,3439433.18,0,0
330,CASH_IN,196490.68,C122437905,7779031.01,7975521.69,C619446909,2533603.35,2337112.67,0,0
596,DEBIT,1247.05,C1369090405,0.0,0.0,C626225561,13104183.83,13105430.88,0,0
406,PAYMENT,3491.73,C2013884349,21118.0,17626.27,M866974626,0.0,0.0,0,0
162,CASH_OUT,109951.42,C828856383,0.0,0.0,C1538833639,1736348.4,1846299.82,0,0
374,TRANSFER,363782.65,C1866386665,139558.0,0.0,C804446815,87740.49,451523.14,0,0
501,CASH_OUT,9301213.46,C2143419144,9301213.46,0.0,C754497050,277228.74,9578442.2,1,0
22,CASH_OUT,101440.78,C492597247,0.0,0.0,C1523779429,1765414.09,1866854.87,0,0
230,CASH_OUT,26934.61,C162663035,0.0,0.0,C681404093,42074.77,69009.38,0,0
684,CASH_OUT,90063.25,C1804707140,10785.0,0.0,C2129855050,0.0,90063.25,0,0
238,CASH_OUT,43902.25,C880779954,0.0,0.0,C1697880362,393983.08,437885.33,0,0
380,CASH_IN,36665.85,C814787684,24512430.36,24549096.21,C1975329762,4027297.37,3990631.52,0,0
212,PAYMENT,38411.4,C1411509538,7385.41,0.0,M377922450,0.0,0.0,0,0
10,CASH_IN,83434.51,C2039266071,31162372.85,31245807.37,C174326515,1607100.3,1523665.78,0,0
588,TRANSFER,1064425.7,C875659264,1064425.7,0.0,C656468700,0.0,0.0,1,0
17,CASH_OUT,182557.85,C1504105885,0.0,0.0,C197435556,741629.51,924187.36,0,0
93,TRANSFER,3723738.06,C1553979696,3723738.06,0.0,C537828065,0.0,0.0,1,0
330,CASH_OUT,145522.63,C1974973685,7119.0,0.0,C1456800534,1816980.86,1962503.49,0,0
584,TRANSFER,777448.03,C86523774,777448.03,0.0,C262188325,0.0,0.0,1,0
374,PAYMENT,3224.8,C113321145,20481.0,17256.2,M421808582,0.0,0.0,0,0
227,CASH_OUT,487189.39,C1783489889,12640.0,0.0,C2135948178,3003800.12,3490989.51,0,0
144,CASH_IN,185379.22,C1200849332,2823642.79,3009022.01,C1375569803,222175.39,36796.18,0,0
304,PAYMENT,20643.95,C1438262101,545375.57,524731.62,M1462012982,0.0,0.0,0,0
165,PAYMENT,5721.82,C1296494618,210233.0,204511.18,M1564192381,0.0,0.0,0,0
157,PAYMENT,15410.91,C435569226,61432.0,46021.09,M875385586,0.0,0.0,0,0
300,PAYMENT,35738.14,C12084793,31201.0,0.0,M765037135,0.0,0.0,0,0
356,CASH_IN,30362.41,C739680619,23810740.09,23841102.5,C2033998479,59675.04,29312.64,0,0
235,TRANSFER,1496176.66,C1373823217,78684.0,0.0,C1123921208,316432.88,1812609.53,0,0
350,DEBIT,892.62,C571675826,40097.0,39204.38,C361412022,77150.74,78043.37,0,0
