window,step_start,step_end,feature,psi,band,binning,n_bins,n_rows,breached,sufficient_sample
18,433,456,dest_amount_sum_24h,1.7447886245263944,significant,quantile,6,11300,True,True
19,457,480,amount,0.006848595510494621,stable,quantile,10,19727,False,True
19,457,480,hour_of_day,2.2979618233240924,significant,quantile,10,19727,True,True
19,457,480,is_night,0.00947241763111351,stable,categorical,3,19727,False,True
19,457,480,orig_balance_delta,0.007262519841810737,stable,quantile,8,19727,False,True
19,457,480,dest_balance_delta,0.005642397380207078,stable,quantile,7,19727,False,True
19,457,480,orig_balance_mismatch,0.004950196229283823,stable,categorical,3,19727,False,True
19,457,480,orig_emptied,0.0026481276245112987,stable,categorical,3,19727,False,True
19,457,480,amount_to_balance_ratio,0.015620983686918,stable,quantile,10,19727,False,True
19,457,480,dest_is_merchant,0.0022388100309798254,stable,categorical,3,19727,False,True
19,457,480,is_transfer,0.0030634917866015684,stable,categorical,3,19727,False,True
19,457,480,is_cash_out,0.007519137147758341,stable,categorical,3,19727,False,True
19,457,480,is_cash_in,1.9397009761720035e-05,stable,categorical,3,19727,False,True
19,457,480,is_debit,6.0594983516848586e-05,stable,categorical,3,19727,False,True
19,457,480,dest_prior_txn_count,0.0021178118424994884,stable,quantile,7,19727,False,True
19,457,480,dest_prior_avg_amount,0.0053066402703776105,stable,quantile,7,19727,False,True
19,457,480,dest_amount_to_prior_avg_ratio,0.00680589027126368,stable,quantile,10,19727,False,True
19,457,480,dest_txn_count_24h,2.71435384940463,significant,quantile,5,19727,True,True
19,457,480,dest_amount_sum_24h,1.7921636425260536,significant,quantile,6,19727,True,True
20,481,504,amount,0.003495069127218486,stable,quantile,10,24593,False,True
20,481,504,hour_of_day,1.6138121980122717,significant,quantile,10,24593,True,True
20,481,504,is_night,5.238502695465231e-05,stable,categorical,3,24593,False,True
20,481,504,orig_balance_delta,0.006291644095413562,stable,quantile,8,24593,False,True
20,481,504,dest_balance_delta,0.004942517070625414,stable,quantile,7,24593,False,True
20,481,504,orig_balance_mismatch,0.0017265576051846805,stable,categorical,3,24593,False,True
20,481,504,orig_emptied,0.0034769052419371146,stable,categorical,3,24593,False,True
20,481,504,amount_to_balance_ratio,0.012552882936679426,stable,quantile,10,24593,False,True
20,481,504,dest_is_merchant,0.0015834830817146432,stable,categorical,3,24593,False,True
20,481,504,is_transfer,0.004904430754395558,stable,categorical,3,24593,False,True
20,481,504,is_cash_out,0.00999841883636304,stable,categorical,3,24593,False,True
20,481,504,is_cash_in,0.0005291218774765299,stable,categorical,3,24593,False,True
20,481,504,is_debit,0.0006074777325944809,stable,categorical,3,24593,False,True
20,481,504,dest_prior_txn_count,0.003325344893798039,stable,quantile,7,24593,False,True
20,481,504,dest_prior_avg_amount,0.004484661993829539,stable,quantile,7,24593,False,True
20,481,504,dest_amount_to_prior_avg_ratio,0.008092678081804573,stable,quantile,10,24593,False,True
20,481,504,dest_txn_count_24h,2.400475406777548,significant,quantile,5,24593,True,True
20,481,504,dest_amount_sum_24h,1.582203581459261,significant,quantile,6,24593,True,True
21,505,528,amount,0.004621610296319443,stable,quantile,10,53437,False,True
21,505,528,hour_of_day,2.50420075444347,significant,quantile,10,53437,True,True
21,505,528,is_night,0.023735813605684667,stable,categorical,3,53437,False,True
21,505,528,orig_balance_delta,0.003439583134735284,stable,quantile,8,53437,False,True
21,505,528,dest_balance_delta,0.009403461389792114,stable,quantile,7,53437,False,True
21,505,528,orig_balance_mismatch,0.0021620897157240645,stable,categorical,3,53437,False,True
21,505,528,orig_emptied,0.0006050630160987585,stable,categorical,3,53437,False,True
21,505,528,amount_to_balance_ratio,0.006336441208556484,stable,quantile,10,53437,False,True
21,505,528,dest_is_merchant,0.0030362616652535243,stable,categorical,3,53437,False,True
21,505,528,is_transfer,0.0005802772014620709,stable,categorical,3,53437,False,True
21,505,528,is_cash_out,0.007789775788574933,stable,categorical,3,53437,False,True
21,505,528,is_cash_in,0.00015422609020906478,stable,categorical,3,53437,False,True
21,505,528,is_debit,0.0014727747145080584,stable,categorical,3,53437,False,True
21,505,528,dest_prior_txn_count,0.002711320860505766,stable,quantile,7,53437,False,True
21,505,528,dest_prior_avg_amount,0.003921323320654236,stable,quantile,7,53437,False,True
21,505,528,dest_amount_to_prior_avg_ratio,0.004717931223229908,stable,quantile,10,53437,False,True
21,505,528,dest_txn_count_24h,2.386619804571624,significant,quantile,5,53437,True,True
21,505,528,dest_amount_sum_24h,1.429031345171,significant,quantile,6,53437,True,True
22,529,552,amount,0.002722719866195225,stable,quantile,10,51012,False,True
22,529,552,hour_of_day,0.6865577123504883,significant,quantile,10,51012,True,True
22,529,552,is_night,0.031123621947547777,stable,categorical,3,51012,False,True
22,529,552,orig_balance_delta,0.004686249799265826,stable,quantile,8,51012,False,True
22,529,552,dest_balance_delta,0.009651837356490863,stable,quantile,7,51012,False,True
22,529,552,orig_balance_mismatch,0.0023158416104551768,stable,categorical,3,51012,False,True
22,529,552,orig_emptied,0.001407674909183944,stable,categorical,3,51012,False,True
22,529,552,amount_to_balance_ratio,0.011152428354461822,stable,quantile,10,51012,False,True
22,529,552,dest_is_merchant,0.002050523577071432,stable,categorical,3,51012,False,True
22,529,552,is_transfer,0.0008682292311858216,stable,categorical,3,51012,False,True
22,529,552,is_cash_out,0.006647796637324884,stable,categorical,3,51012,False,True
22,529,552,is_cash_in,0.0002797010862787493,stable,categorical,3,51012,False,True
22,529,552,is_debit,0.000385896671559054,stable,categorical,3,51012,False,True
22,529,552,dest_prior_txn_count,0.002539663728647463,stable,quantile,7,51012,False,True
22,529,552,dest_prior_avg_amount,0.004275772320780375,stable,quantile,7,51012,False,True
22,529,552,dest_amount_to_prior_avg_ratio,0.002573460241577565,stable,quantile,10,51012,False,True
22,529,552,dest_txn_count_24h,1.981602400907458,significant,quantile,5,51012,True,True
22,529,552,dest_amount_sum_24h,1.1970794720885378,significant,quantile,6,51012,True,True
23,553,576,amount,0.007278345784579186,stable,quantile,10,32709,False,True
23,553,576,hour_of_day,0.9000357832085669,significant,quantile,10,32709,True,True
23,553,576,is_night,0.012090281226779421,stable,categorical,3,32709,False,True
23,553,576,orig_balance_delta,0.007882083173392439,stable,quantile,8,32709,False,True
23,553,576,dest_balance_delta,0.005075495162901674,stable,quantile,7,32709,False,True
23,553,576,orig_balance_mismatch,0.0031802273461819224,stable,categorical,3,32709,False,True
23,553,576,orig_emptied,0.002236026238562704,stable,categorical,3,32709,False,True
23,553,576,amount_to_balance_ratio,0.014709142173138814,stable,quantile,10,32709,False,True
23,553,576,dest_is_merchant,0.0004206477354150599,stable,categorical,3,32709,False,True
23,553,576,is_transfer,0.001696066519867797,stable,categorical,3,32709,False,True
23,553,576,is_cash_out,0.003574570885794152,stable,categorical,3,32709,False,True
23,553,576,is_cash_in,0.00030423813129213826,stable,categorical,3,32709,False,True
23,553,576,is_debit,2.2243028150757902e-05,stable,categorical,3,32709,False,True
23,553,576,dest_prior_txn_count,0.0014594432186224799,stable,quantile,7,32709,False,True
23,553,576,dest_prior_avg_amount,0.003577553706159869,stable,quantile,7,32709,False,True
23,553,576,dest_amount_to_prior_avg_ratio,0.005648786657851433,stable,quantile,10,32709,False,True
23,553,576,dest_txn_count_24h,2.2276131345738976,significant,quantile,5,32709,True,True
23,553,576,dest_amount_sum_24h,1.314912398282148,significant,quantile,6,32709,True,True
24,577,600,amount,0.013097634128860614,stable,quantile,10,57853,False,True
24,577,600,hour_of_day,0.6272091722645957,significant,quantile,10,57853,True,True
24,577,600,is_night,0.0008740072255894085,stable,categorical,3,57853,False,True
24,577,600,orig_balance_delta,0.008169720555291983,stable,quantile,8,57853,False,True
24,577,600,dest_balance_delta,0.011851953037109755,stable,quantile,7,57853,False,True
24,577,600,orig_balance_mismatch,0.0027467697897299286,stable,categorical,3,57853,False,True
24,577,600,orig_emptied,0.0015528052307874475,stable,categorical,3,57853,False,True
24,577,600,amount_to_balance_ratio,0.015775634609655254,stable,quantile,10,57853,False,True
24,577,600,dest_is_merchant,0.00022182320214347232,stable,categorical,3,57853,False,True
24,577,600,is_transfer,0.0011179796340869664,stable,categorical,3,57853,False,True
24,577,600,is_cash_out,0.0028606350645754256,stable,categorical,3,57853,False,True
24,577,600,is_cash_in,0.00026177514683128764,stable,categorical,3,57853,False,True
24,577,600,is_debit,0.0006171614434325131,stable,categorical,3,57853,False,True
24,577,600,dest_prior_txn_count,0.0012857876904602559,stable,quantile,7,57853,False,True
24,577,600,dest_prior_avg_amount,0.003030246845539102,stable,quantile,7,57853,False,True
24,577,600,dest_amount_to_prior_avg_ratio,0.010301211987974688,stable,quantile,10,57853,False,True
24,577,600,dest_txn_count_24h,2.2858415363638063,significant,quantile,5,57853,True,True
24,577,600,dest_amount_sum_24h,1.3138811300600794,significant,quantile,6,57853,True,True
25,601,624,amount,0.021466782733971776,stable,quantile,10,13885,False,True
25,601,624,hour_of_day,1.342187746679152,significant,quantile,10,13885,True,True
25,601,624,is_night,0.07320124755986208,stable,categorical,3,13885,False,True
25,601,624,orig_balance_delta,0.02275546365003324,stable,quantile,8,13885,False,True
25,601,624,dest_balance_delta,0.03536958650009297,stable,quantile,7,13885,False,True
25,601,624,orig_balance_mismatch,0.02160516162565451,stable,categorical,3,13885,False,True
25,601,624,orig_emptied,0.0008495026801890867,stable,categorical,3,13885,False,True
25,601,624,amount_to_balance_ratio,0.05469642891781678,stable,quantile,10,13885,False,True
25,601,624,dest_is_merchant,0.0029066746529115483,stable,categorical,3,13885,False,True
25,601,624,is_transfer,0.0005509469960411052,stable,categorical,3,13885,False,True
25,601,624,is_cash_out,0.011903490737992187,stable,categorical,3,13885,False,True
25,601,624,is_cash_in,0.0017155846437964006,stable,categorical,3,13885,False,True
25,601,624,is_debit,0.00034479198789213035,stable,categorical,3,13885,False,True
25,601,624,dest_prior_txn_count,0.0043952224388039895,stable,quantile,7,13885,False,True
25,601,624,dest_prior_avg_amount,0.00816708505542882,stable,quantile,7,13885,False,True
25,601,624,dest_amount_to_prior_avg_ratio,0.011883716576920476,stable,quantile,10,13885,False,True
25,601,624,dest_txn_count_24h,2.242297564733999,significant,quantile,5,13885,True,True
25,601,624,dest_amount_sum_24h,1.418417427303435,significant,quantile,6,13885,True,True
26,625,648,amount,0.004355832484780489,stable,quantile,10,8578,False,True
26,625,648,hour_of_day,2.796309349690529,significant,quantile,10,8578,True,True
26,625,648,is_night,0.004772393705799409,stable,categorical,3,8578,False,True
26,625,648,orig_balance_delta,0.02594705280653986,stable,quantile,8,8578,False,True
26,625,648,dest_balance_delta,0.004934568583786756,stable,quantile,7,8578,False,True
26,625,648,orig_balance_mismatch,0.007603165769839105,stable,categorical,3,8578,False,True
26,625,648,orig_emptied,0.009466048842430087,stable,categorical,3,8578,False,True
26,625,648,amount_to_balance_ratio,0.03784058258803591,stable,quantile,10,8578,False,True
26,625,648,dest_is_merchant,0.001440979527099012,stable,categorical,3,8578,False,True
26,625,648,is_transfer,0.004996289092858899,stable,categorical,3,8578,False,True
26,625,648,is_cash_out,0.002631506465123507,stable,categorical,3,8578,False,True
26,625,648,is_cash_in,0.0033741621246333934,stable,categorical,3,8578,False,True
26,625,648,is_debit,0.001722002761687755,stable,categorical,3,8578,False,True
26,625,648,dest_prior_txn_count,0.0013401620611431509,stable,quantile,7,8578,False,True
26,625,648,dest_prior_avg_amount,0.0064832685831702815,stable,quantile,7,8578,False,True
26,625,648,dest_amount_to_prior_avg_ratio,0.008566424960064664,stable,quantile,10,8578,False,True
26,625,648,dest_txn_count_24h,2.619236586438772,significant,quantile,5,8578,True,True
26,625,648,dest_amount_sum_24h,2.199203911896319,significant,quantile,6,8578,True,True
27,649,672,amount,0.024279230563189924,stable,quantile,10,14661,False,True
27,649,672,hour_of_day,2.2875576966373936,significant,quantile,10,14661,True,True
27,649,672,is_night,0.010676789570750033,stable,categorical,3,14661,False,True
27,649,672,orig_balance_delta,0.023655419553857575,stable,quantile,8,14661,False,True
27,649,672,dest_balance_delta,0.011825146957026265,stable,quantile,7,14661,False,True
27,649,672,orig_balance_mismatch,0.010267874207045417,stable,categorical,3,14661,False,True
27,649,672,orig_emptied,0.0011395299060734834,stable,categorical,3,14661,False,True
27,649,672,amount_to_balance_ratio,0.030972371603105443,stable,quantile,10,14661,False,True
27,649,672,dest_is_merchant,0.0022717483143081234,stable,categorical,3,14661,False,True
27,649,672,is_transfer,0.004300183548068333,stable,categorical,3,14661,False,True
27,649,672,is_cash_out,0.020182505671370095,stable,categorical,3,14661,False,True
27,649,672,is_cash_in,0.0033515145422253582,stable,categorical,3,14661,False,True
27,649,672,is_debit,5.41135582242824e-06,stable,categorical,3,14661,False,True
27,649,672,dest_prior_txn_count,0.0035975397537732355,stable,quantile,7,14661,False,True
27,649,672,dest_prior_avg_amount,0.006588450309235602,stable,quantile,7,14661,False,True
27,649,672,dest_amount_to_prior_avg_ratio,0.019981842184619042,stable,quantile,10,14661,False,True
27,649,672,dest_txn_count_24h,2.655726277645708,significant,quantile,5,14661,True,True
27,649,672,dest_amount_sum_24h,1.8498125482034637,significant,quantile,6,14661,True,True
28,673,696,amount,0.001479959202198664,stable,quantile,10,54890,False,True
28,673,696,hour_of_day,1.4189624299482553,significant,quantile,10,54890,True,True
28,673,696,is_night,0.0038135165033554254,stable,categorical,3,54890,False,True
28,673,696,orig_balance_delta,0.006339799225962965,stable,quantile,8,54890,False,True
28,673,696,dest_balance_delta,0.004692476333942974,stable,quantile,7,54890,False,True
28,673,696,orig_balance_mismatch,0.0008320370516123835,stable,categorical,3,54890,False,True
28,673,696,orig_emptied,0.002707613781111057,stable,categorical,3,54890,False,True
28,673,696,amount_to_balance_ratio,0.011754290713853617,stable,quantile,10,54890,False,True
28,673,696,dest_is_merchant,1.6238851454664372e-06,stable,categorical,3,54890,False,True
28,673,696,is_transfer,0.0025410700642096657,stable,categorical,3,54890,False,True
28,673,696,is_cash_out,0.003349399933816334,stable,categorical,3,54890,False,True
28,673,696,is_cash_in,0.0007643179911551307,stable,categorical,3,54890,False,True
28,673,696,is_debit,0.0005795646788835423,stable,categorical,3,54890,False,True
28,673,696,dest_prior_txn_count,0.00044092295846225645,stable,quantile,7,54890,False,True
28,673,696,dest_prior_avg_amount,0.0033878693471041674,stable,quantile,7,54890,False,True
28,673,696,dest_amount_to_prior_avg_ratio,0.0019986286486250032,stable,quantile,10,54890,False,True
28,673,696,dest_txn_count_24h,2.4056982073993916,significant,quantile,5,54890,True,True
28,673,696,dest_amount_sum_24h,1.406908818455439,significant,quantile,6,54890,True,True
29,697,720,amount,0.0021211798036806224,stable,quantile,10,11287,False,True
29,697,720,hour_of_day,1.5179009139667317,significant,quantile,10,11287,True,True
29,697,720,is_night,0.00013673082205576428,stable,categorical,3,11287,False,True
29,697,720,orig_balance_delta,0.2755567523995175,significant,quantile,8,11287,True,True
29,697,720,dest_balance_delta,0.01606375132344653,stable,quantile,7,11287,False,True
29,697,720,orig_balance_mismatch,0.0485555348101943,stable,categorical,3,11287,False,True
29,697,720,orig_emptied,0.17082253321851423,moderate,categorical,3,11287,False,True
29,697,720,amount_to_balance_ratio,0.49484697011684503,significant,quantile,10,11287,True,True
29,697,720,dest_is_merchant,0.0004699172771202184,stable,categorical,3,11287,False,True
29,697,720,is_transfer,0.0005918975376340204,stable,categorical,3,11287,False,True
29,697,720,is_cash_out,6.405503451179554e-05,stable,categorical,3,11287,False,True
29,697,720,is_cash_in,0.0001578561314471354,stable,categorical,3,11287,False,True
29,697,720,is_debit,0.002635128982289027,stable,categorical,3,11287,False,True
29,697,720,dest_prior_txn_count,0.02540741827708501,stable,quantile,7,11287,False,True
29,697,720,dest_prior_avg_amount,0.03287590071918094,stable,quantile,7,11287,False,True
29,697,720,dest_amount_to_prior_avg_ratio,0.038155396310122484,stable,quantile,10,11287,False,True
29,697,720,dest_txn_count_24h,2.0607950908400614,significant,quantile,5,11287,True,True
29,697,720,dest_amount_sum_24h,1.4605703814099984,significant,quantile,6,11287,True,True
30,721,743,amount,1.432559156818354,significant,quantile,10,272,False,False
30,721,743,hour_of_day,0.7014407104111363,significant,quantile,10,272,False,False
30,721,743,is_night,0.38514715822912937,significant,categorical,3,272,False,False
30,721,743,orig_balance_delta,4.193364713050526,significant,quantile,8,272,False,False
30,721,743,dest_balance_delta,0.9330662130915929,significant,quantile,7,272,False,False
30,721,743,orig_balance_mismatch,4.612793302318351,significant,categorical,3,272,False,False
30,721,743,orig_emptied,2.7748056713165408,significant,categorical,3,272,False,False
30,721,743,amount_to_balance_ratio,4.946134993669813,significant,quantile,10,272,False,False
30,721,743,dest_is_merchant,1.8802480252612355,significant,categorical,3,272,False,False
30,721,743,is_transfer,1.001718116135848,significant,categorical,3,272,False,False
30,721,743,is_cash_out,0.08692860090613053,stable,categorical,3,272,False,False
30,721,743,is_cash_in,1.0949064671744413,significant,categorical,3,272,False,False
30,721,743,is_debit,0.005648913815768734,stable,categorical,3,272,False,False
30,721,743,dest_prior_txn_count,0.17586984692122887,moderate,quantile,7,272,False,False
30,721,743,dest_prior_avg_amount,0.15685350194758652,moderate,quantile,7,272,False,False
30,721,743,dest_amount_to_prior_avg_ratio,1.9675834559342835,significant,quantile,10,272,False,False
30,721,743,dest_txn_count_24h,1.8601455383936047,significant,quantile,5,272,False,False
30,721,743,dest_amount_sum_24h,1.769977196124712,significant,quantile,6,272,False,False
